id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,year_issued,default_status
,,10000,10000,8741.0424096184, 36 months,9.45,B,B1,Brightstar Corporation,2 years,RENT,70000.0,Not Verified,Mar-2008,,"I'm a successful 25 year old sales rep. This loan is for my education, but not books or a common education, more like a street smart education and experience.  I'm practicing how to raise capital/borrow money to create profitable returns.  This is a skill I want to master to create wealth.  I'm also enjoying the experience as I don't ""need"" the money.  I don't have a mortgage, my income exceeds my expenses and I'm very meticulous about spending.  I have good control over myself mentally, spiritually and emotionally, therefore I have good control over my money. My only debt is a car lease and a interest free care credit loan for my lasik (i could have paid cash but why not get interest free financing).  My credit card balances are paid in full during their billing cycle - they are used solely to build credit and get points.  I don't have school loans as I did my undergrad as a Fulbright Scholar, and MBA's are overrated.  So I'm pretty liquid.  Even my wife's diamond ring is paid in full, and her parents paid for the wedding.   So why borrow if I have money?  Again, this is for the experience, I can comfortably afford the loan and interest, but I think this experience will make me better in business.  There is bad debt, when you buy liabilities or things that depreciate.  This is good debt, the kind that puts money in my pocket building an asset.  Thanks for your time,  Carlos",educational,Social Entrepreneur,600xx,IL,9.38,0.0,Feb-2003,0.0,0.0,0.0,8.0,0.0,8850,32.3,8.0,f,0.0,,1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2008,0
,,5000,5000,0.00112345745, 36 months,14.82,E,E3,Technical insite,3 years,RENT,42000.0,Verified,Jun-2008,,I would like to consolidate a WAMU card that I have chopped up into little pieces to get a better rate so that it will not take so long to pay off. I was just notified that as of June 1st the APR will be going up to 33% from 11.99%.   I dont understand why. I have never been late with it and never gone over credit limit. Always pay more than the minimum.   Im trying to lower my rate so that I dont have to pay for 5 more years and double the amount back.  Thanks for considering me!!,debt_consolidation,jclarke5878,144xx,NY,18.51,0.0,May-1997,8.0,34.0,,6.0,0.0,9792,64.0,23.0,f,0.0,,1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,2008,0
,,10000,10000,7450.0, 36 months,9.63,A,A5,Gilman City R-IV School District,8 years,MORTGAGE,27996.0,Not Verified,Dec-2008,," My husband and I would like to have 1 monthly payment for our credit card and line of credit debt with a specific time frame, i.e. 60 months $460 a month and we are done with our credit debt for good.  We Will use the money to pay off our 5 creditors to combine our bills into one payment.",debt_consolidation,one payment,646xx,MO,22.97,0.0,Sep-1996,0.0,,,17.0,0.0,11488,22.3,39.0,f,0.0,,1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,2008,0
,,9975,9975,6276.035296490591, 36 months,13.99,D,D3,Loyola University Chicago,4 years,MORTGAGE,67020.0,Not Verified,Nov-2008,,"Who isn't looking to make life easier? I know I am, and this would definitely do that! My wife and I want to put our credit cards into one monthly payment. This will help us to end our debt in 3 years, or less! This is important to us because we want to buy a Bed and Breakfast, and this is one of the steps in our plan...reduce debt, while saving. Help us stop wasting money with Discover, WaMu, and Home Depot by paying separate interest rates. Thank you.",debt_consolidation,"One Payment, One Date, One-derful",602xx,IL,4.15,0.0,Jan-1998,1.0,39.0,,8.0,0.0,11574,75.6,20.0,f,0.0,,1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,2008,0
,,10000,10000,8715.68725332728, 36 months,13.87,D,D5,Mount Alvernia Academy,6 years,MORTGAGE,46900.0,Verified,Apr-2008,,I wish to consolidate three bill payments into one.Doing so will allow me to have a lower rate than these three credit cards presently have. This will allow me more monthly discretionary income to put back into the economy.,debt_consolidation,bill consolidation,021xx,MA,19.73,0.0,Jul-1975,0.0,,,10.0,0.0,61882,60.6,24.0,f,0.0,,1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,2008,0
,,7500,7500,5118.32, 36 months,10.51,B,B2,Self/ Ameriprise Financial franchisee,9 years,MORTGAGE,160000.0,Not Verified,Oct-2008,,consolidate business lines of credit to one lower payment & interest rate,debt_consolidation,Financial Advisor,076xx,NJ,9.55,0.0,Dec-1995,0.0,,,10.0,0.0,39979,49.5,26.0,f,0.0,,1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,2008,0
,,12000,12000,4303.628477528531, 36 months,12.09,C,C2,DTS,< 1 year,OWN,68000.0,Verified,Dec-2008,,I am seeking a reasonable low interest loan to consolidate credit card debt ,debt_consolidation,Debt consolidation,917xx,CA,4.29,0.0,Mar-2004,1.0,32.0,,13.0,0.0,9273,19.7,18.0,f,0.0,,1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,2008,0
,,17350,17350,5894.25, 36 months,13.55,D,D4,Tulley,6 years,OWN,44000.0,Not Verified,Feb-2008,,Debt cosoildation ,debt_consolidation,Debt Consolidation,030xx,NH,18.52,0.0,Dec-1994,2.0,26.0,0.0,8.0,0.0,18966,70.5,31.0,f,0.0,,1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2008,0
,,7000,7000,0.007493833663, 36 months,16.08,F,F2,"Health Net, Inc.",10+ years,MORTGAGE,189500.0,Verified,Apr-2008,,"I need to payoff my highest rate credit card debt with a lower interest loan.   I want to payoff as much as possible and then close the CC accounts.  I know that closing the CC accounts may hurt my FICO a little in the short run, but I want to close them nevertheless.  Purpose of loan: Payoff highest-rate credit card debt, which is currently 28-31.5%.  Getting another loan with a lower interest rate will improve my monthly cashflow.  My progress:  Today I have 14 credit lines with a revolving credit balance of 150K and utilization of 99% (result of recently paying down 2 CC accounts anc closing them).   My financial situation:  I have accumulated too much credit card debt and continue to work to pay it all off.  I have a perfect payback history: no missed payments or delinquent accounts.  My payback history in my credit files is perfect, but I have let some credit card rates get too high by some inattention on my part.  I opened some credit cards with low introductory rates on balance transfers but because I was late on a couple of the payments by literally 1-3 days, the credit card companies jacked up the rates.  Those initial low interest rate offers (e.g., 0 to 3.99% for 12 months) for balance transfers were tempting, but came back to haunt me.  My credit rating/score looks poor becasue of my high percent of borrowing vs. limit.  I've always paid back and will continue to.  I have no delinquencies or negatives on my credit reports and I'm committed to it staying that way.  Any form of negative mark on my credit report is not an option for me.  If my loan is funded, I will immediately pay down my highest interest debt .  I'm fortunate to be in a situation where I'm earning a good income, but need to get my high-rate credit card debt eliminated in the short term, and continue to work to be free of all credit card debt in the next 3-4 years.  Respectfully requesting your help.  Monthly net income:  $ 9,500.00  Monthly expenses: $    Housing: $ 4000   Insurance: $ 200   Car expenses: $ 1000   Utilities: $ 200   Phone, cable, internet: $ 200   Food, entertainment: $ 400   Clothing, household expenses $ 150   Credit cards and other loans: $ 2500   Other expenses: $ 350 ",debt_consolidation,Payoff high-rate CC Debt - No DQ/missed,956xx,CA,22.47,0.0,Jul-1988,4.0,0.0,0.0,16.0,0.0,150971,92.3,31.0,f,0.0,,1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2008,0
,,3600,3600,988.78, 36 months,8.63,A,A5,Palm Beach Sheriff's Office,2 years,MORTGAGE,33996.0,Not Verified,Jul-2008,, Looking for a loan to help with moving expenses. ,moving,apartment,334xx,FL,0.71,0.0,Nov-2006,0.0,,,3.0,0.0,372,7.4,3.0,f,0.0,,1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,2008,0
,,7500,7500,968.050421899649, 36 months,11.66,C,C3,"Grubb Properties, Inc",3 years,RENT,61000.0,Not Verified,Jun-2008,,"I am investing in a commercial property to help start my new business (Commercial Property Management, Leasing, and Investment Management). Financial Partner 81% / 19% myself.  Significant Immediate Cash Flow.  This is a dream of mine, please help! 6 Years Real Estate Experience 3+ Years Commercial Real Estate Experience Working with highly respectable investors and mentors who have been in the business for over 20 years.",other,Investing In Business,275xx,NC,17.59,0.0,Aug-2000,2.0,58.0,,9.0,0.0,6550,47.8,19.0,f,0.0,,1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,2008,0
,,5500,5500,710.233809318242, 36 months,11.66,C,C3,Triumph Books,< 1 year,RENT,20004.0,Not Verified,Jun-2008,,I would like to pay off all my debt from recently graduating college by consolidating it to one loan to be more manageable to pay off.,debt_consolidation,Debt Consolidation,606xx,IL,9.9,0.0,Jun-2004,4.0,,,5.0,0.0,5111,104.3,6.0,f,0.0,,1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,2008,0
,,7500,7500,0.0, 36 months,11.59,C,C2,The Blackstone Group,2 years,RENT,116600.0,Not Verified,Oct-2008,,Pay off Credit Card Debt that I accumulated during graduate school paying for common living expenses.,credit_card,Pay off CreditCard Debt from Grad School,070xx,NJ,11.89,0.0,Oct-2000,1.0,,,19.0,0.0,25588,58.0,33.0,f,0.0,,1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,2008,0
,,7000,7000,2950.0, 36 months,7.43,A,A2,Cincinnati Insurance Companies,10+ years,MORTGAGE,33000.0,Not Verified,Jan-2008,,"My fiance and I are responsible for financing our entire wedding.  With this loan we'd be able to hold on to our savings for emergencies, if need be.  ",wedding,Going to the chapel,452xx,OH,10.04,0.0,Feb-1998,1.0,0.0,0.0,20.0,0.0,983,2.1,30.0,f,0.0,,1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2008,0
,,20000,5775,4035.26, 36 months,12.29,C,C5,NYSDOT,4 years,MORTGAGE,97200.0,Not Verified,Apr-2008,,Debt Consolidation,debt_consolidation,Debt Consolidation,142xx,NY,19.7,0.0,Oct-1995,1.0,,,13.0,0.0,13685,46.7,27.0,f,0.0,,1,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,2008,0
