tmp_id,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
75,,,4000,4000,4000.0, 36 months,23.4,155.68,E,E1,Security,3 years,RENT,90000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,070xx,NJ,26.33,0.0,Sep-2006,4.0,59.0,,15.0,0.0,5199,19.2,20.0,w,3843.13,3843.13,303.56,303.56,156.87,146.69,0.0,0.0,0.0,Feb-2019,155.68,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,66926.0,5.0,4.0,3.0,4.0,5.0,61727.0,86.0,6.0,11.0,1353.0,68.0,27100.0,4.0,0.0,4.0,15.0,4462.0,20174.0,7.9,0.0,0.0,147.0,118.0,2.0,2.0,0.0,2.0,,0.0,,0.0,5.0,7.0,9.0,9.0,8.0,11.0,12.0,7.0,15.0,0.0,0.0,0.0,9.0,95.0,0.0,0.0,0.0,98655.0,66926.0,21900.0,71555.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
76,,,12000,12000,12000.0, 60 months,22.35,333.82,D,D5,Header operator ,< 1 year,OWN,65000.0,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,611xx,IL,13.05,1.0,Mar-2007,0.0,7.0,,10.0,0.0,9238,41.6,12.0,w,11777.31,11777.31,645.29,645.29,222.69,422.6,0.0,0.0,0.0,Feb-2019,333.82,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,15481.0,3.0,2.0,1.0,1.0,6.0,6243.0,57.0,2.0,3.0,2055.0,47.0,22200.0,0.0,2.0,1.0,4.0,1548.0,6491.0,36.4,0.0,0.0,141.0,75.0,4.0,4.0,0.0,4.0,,7.0,7.0,0.0,3.0,6.0,3.0,3.0,3.0,8.0,9.0,6.0,10.0,0.0,0.0,0.0,3.0,91.7,33.3,0.0,0.0,33200.0,15481.0,10200.0,11000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
77,,,3000,3000,3000.0, 36 months,15.02,104.03,C,C3,Banker ,4 years,MORTGAGE,60000.0,Source Verified,Dec-2018,Current,n,,,home_improvement,Home improvement,104xx,NY,21.36,0.0,Oct-2006,0.0,,,13.0,0.0,11026,49.7,20.0,w,2866.21,2866.21,204.3,204.3,133.79,70.51,0.0,0.0,0.0,Feb-2019,104.03,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,376508.0,1.0,4.0,2.0,3.0,2.0,49048.0,97.0,1.0,1.0,3407.0,83.0,22200.0,0.0,3.0,0.0,5.0,28962.0,5402.0,53.0,0.0,0.0,146.0,140.0,9.0,2.0,2.0,28.0,,,,0.0,4.0,7.0,4.0,6.0,7.0,8.0,11.0,7.0,13.0,0.0,0.0,0.0,3.0,95.0,25.0,0.0,0.0,400137.0,60074.0,11500.0,50524.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
78,,,8000,8000,8000.0, 36 months,14.47,275.26,C,C2,Warehouse Associates,4 years,RENT,42300.0,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,405xx,KY,19.49,0.0,Jul-2014,1.0,,,11.0,0.0,8284,21.0,14.0,w,7640.26,7640.26,540.87,540.87,359.74,181.13,0.0,0.0,0.0,Feb-2019,275.26,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,21732.0,1.0,3.0,1.0,3.0,9.0,13448.0,64.0,3.0,5.0,4036.0,36.0,39400.0,4.0,1.0,7.0,8.0,1976.0,23710.0,25.4,0.0,0.0,28.0,53.0,2.0,2.0,0.0,7.0,,0.0,,0.0,3.0,4.0,5.0,6.0,4.0,8.0,10.0,4.0,11.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,60362.0,21732.0,31800.0,20962.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
79,,,10250,10250,10250.0, 36 months,10.72,334.22,B,B2,Teacher,10+ years,MORTGAGE,96000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,919xx,CA,8.31,0.0,May-2005,0.0,45.0,,11.0,0.0,153,4.1,24.0,w,9762.53,9762.53,659.28,659.28,487.47,171.81,0.0,0.0,0.0,Feb-2019,334.22,Mar-2019,Feb-2019,0.0,45.0,1,Individual,,,,0.0,0.0,561293.0,1.0,8.0,1.0,6.0,5.0,196555.0,91.0,0.0,0.0,0.0,87.0,3700.0,2.0,0.0,1.0,6.0,51027.0,700.0,0.0,0.0,0.0,157.0,145.0,34.0,5.0,1.0,135.0,,0.0,,2.0,0.0,1.0,1.0,4.0,13.0,2.0,10.0,1.0,11.0,0.0,0.0,0.0,1.0,87.5,0.0,0.0,0.0,506359.0,196708.0,700.0,172659.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
80,,,22400,22400,22400.0, 60 months,16.14,546.4,C,C4,Paramedic/ Fire Fighter,10+ years,OWN,56000.0,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,234xx,VA,18.47,0.0,Dec-2004,0.0,75.0,,15.0,0.0,13555,38.2,22.0,w,21906.46,21906.46,1062.67,1062.67,493.54,569.13,0.0,0.0,0.0,Feb-2019,546.4,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,217072.0,0.0,3.0,1.0,1.0,7.0,18515.0,79.0,1.0,1.0,5789.0,55.0,35500.0,1.0,0.0,4.0,2.0,14471.0,15054.0,46.6,0.0,0.0,113.0,168.0,7.0,7.0,5.0,36.0,,5.0,,0.0,5.0,7.0,8.0,8.0,5.0,11.0,12.0,7.0,15.0,0.0,0.0,0.0,2.0,95.5,25.0,0.0,0.0,253539.0,32070.0,28200.0,23364.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
81,,,27000,27000,27000.0, 60 months,15.02,642.62,C,C3,Supervisor ,10+ years,MORTGAGE,45000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,656xx,MO,23.55,2.0,Oct-2006,0.0,12.0,,11.0,0.0,12903,64.8,24.0,w,26387.86,26387.86,1251.44,1251.44,612.14,639.3,0.0,0.0,0.0,Feb-2019,642.62,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,21902.0,0.0,1.0,0.0,0.0,42.0,8999.0,42.0,0.0,1.0,5787.0,53.0,19900.0,0.0,1.0,0.0,1.0,1991.0,3225.0,78.1,0.0,0.0,144.0,146.0,17.0,17.0,1.0,17.0,33.0,,12.0,0.0,6.0,8.0,7.0,13.0,5.0,10.0,18.0,8.0,11.0,0.0,0.0,0.0,0.0,87.5,57.1,0.0,0.0,41500.0,21902.0,14700.0,21600.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
82,,,24000,24000,24000.0, 36 months,19.92,890.95,D,D3,overnight supervisor,7 years,RENT,30000.0,Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,752xx,TX,67.68,0.0,Jun-1995,2.0,61.0,,14.0,0.0,14906,59.2,15.0,w,23006.72,23006.72,1742.06,1742.06,993.28,748.78,0.0,0.0,0.0,Feb-2019,890.95,Mar-2019,Feb-2019,0.0,69.0,1,Joint App,105000.0,35.52,,0.0,0.0,67646.0,1.0,2.0,1.0,1.0,6.0,52740.0,80.0,2.0,5.0,3780.0,74.0,25200.0,2.0,0.0,9.0,6.0,5204.0,6948.0,60.7,0.0,0.0,42.0,225.0,7.0,6.0,0.0,7.0,,2.0,,1.0,7.0,11.0,7.0,7.0,3.0,11.0,11.0,11.0,14.0,0.0,0.0,0.0,3.0,93.3,28.6,0.0,0.0,91348.0,67646.0,17700.0,66148.0,42959.0,Apr-1990,0.0,0.0,24.0,73.4,2.0,25.0,0.0,2.0,25.0,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
83,,,6500,6500,6500.0, 36 months,10.72,211.95,B,B2,Dealer ,< 1 year,RENT,50000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,902xx,CA,24.29,0.0,Mar-2014,2.0,,,8.0,0.0,5724,40.3,10.0,w,6190.86,6190.86,418.09,418.09,309.14,108.95,0.0,0.0,0.0,Feb-2019,211.95,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,39496.0,0.0,1.0,1.0,2.0,7.0,33772.0,,1.0,2.0,1588.0,40.0,14200.0,0.0,0.0,3.0,4.0,5642.0,3083.0,46.8,0.0,0.0,56.0,57.0,12.0,7.0,0.0,12.0,,4.0,,0.0,4.0,6.0,4.0,4.0,3.0,7.0,7.0,6.0,8.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,50022.0,39496.0,5800.0,35822.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
84,,,25000,25000,25000.0, 36 months,16.91,890.2,C,C5,OFFICE MANAGER,10+ years,RENT,95000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,906xx,CA,13.78,0.0,Feb-2003,0.0,,,7.0,0.0,28594,48.2,11.0,w,23920.39,23920.39,1745.17,1745.17,1079.61,665.56,0.0,0.0,0.0,Feb-2019,890.2,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,56546.0,0.0,3.0,2.0,2.0,7.0,27952.0,70.0,0.0,1.0,10727.0,57.0,59300.0,1.0,0.0,1.0,3.0,8078.0,30706.0,48.2,0.0,0.0,133.0,190.0,20.0,7.0,0.0,20.0,,7.0,,0.0,4.0,4.0,4.0,5.0,6.0,4.0,5.0,4.0,7.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,99381.0,56546.0,59300.0,40081.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
85,,,8000,8000,8000.0, 36 months,10.72,260.86,B,B2,Goldsmith,2 years,RENT,95000.0,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,612xx,IL,10.47,0.0,Sep-2002,2.0,,34.0,17.0,1.0,14156,35.9,34.0,w,7810.6,7810.6,258.48,258.48,189.4,69.08,0.0,0.0,0.0,Feb-2019,265.63,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,25875.0,1.0,2.0,1.0,1.0,7.0,11719.0,73.0,6.0,11.0,3232.0,47.0,39400.0,0.0,3.0,5.0,12.0,1522.0,1890.0,79.2,0.0,0.0,135.0,195.0,4.0,4.0,0.0,8.0,,4.0,,0.0,3.0,12.0,3.0,8.0,6.0,15.0,28.0,12.0,17.0,0.0,0.0,0.0,7.0,100.0,66.7,1.0,0.0,55400.0,25875.0,9100.0,16000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
86,,,21000,21000,21000.0, 60 months,15.02,499.81,C,C3,Lpn,5 years,OWN,50000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,444xx,OH,0.0,0.0,Aug-2007,0.0,,11.0,5.0,3.0,0,0.0,17.0,w,20523.11,20523.11,973.34,973.34,476.89,496.45,0.0,0.0,0.0,Feb-2019,499.81,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,16802.0,1.0,1.0,0.0,0.0,32.0,16802.0,84.0,2.0,3.0,0.0,75.0,2300.0,3.0,0.0,2.0,3.0,3360.0,1000.0,0.0,0.0,0.0,126.0,136.0,3.0,3.0,0.0,19.0,,10.0,,0.0,0.0,0.0,1.0,3.0,6.0,4.0,11.0,0.0,5.0,0.0,0.0,0.0,2.0,100.0,0.0,3.0,0.0,22300.0,16802.0,1000.0,20000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
87,,,10000,10000,10000.0, 36 months,14.47,344.07,C,C2,Teacher ,10+ years,RENT,47000.0,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,283xx,NC,15.25,0.0,Jul-1996,3.0,36.0,,12.0,0.0,10299,58.2,28.0,w,9776.51,9776.51,340.05,340.05,223.49,116.56,0.0,0.0,0.0,Feb-2019,352.11,Mar-2019,Feb-2019,0.0,36.0,1,Individual,,,,0.0,0.0,10299.0,6.0,0.0,0.0,0.0,47.0,0.0,,9.0,14.0,2981.0,58.0,17700.0,0.0,0.0,3.0,14.0,858.0,2660.0,72.6,0.0,0.0,47.0,174.0,1.0,1.0,0.0,5.0,71.0,1.0,71.0,2.0,5.0,11.0,5.0,10.0,1.0,12.0,26.0,11.0,12.0,0.0,0.0,0.0,9.0,92.9,60.0,0.0,0.0,17700.0,10299.0,9700.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
88,,,7500,7500,7500.0, 36 months,16.14,264.2,C,C4,lab tech,10+ years,OWN,50000.0,Source Verified,Dec-2018,Current,n,,,home_improvement,Home improvement,280xx,NC,16.11,0.0,Nov-2014,0.0,,,10.0,0.0,8064,33.7,14.0,w,7171.15,7171.15,518.31,518.31,328.85,189.46,0.0,0.0,0.0,Feb-2019,264.2,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,127.0,19324.0,1.0,2.0,1.0,2.0,4.0,11260.0,71.0,0.0,1.0,2387.0,49.0,23900.0,0.0,1.0,2.0,3.0,1932.0,9836.0,45.1,0.0,0.0,38.0,49.0,24.0,4.0,0.0,31.0,,1.0,,0.0,5.0,5.0,6.0,6.0,5.0,8.0,9.0,5.0,10.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,39859.0,19324.0,17900.0,15959.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
89,,,30000,30000,30000.0, 36 months,16.91,1068.24,C,C5,customer service,10+ years,RENT,40000.0,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,088xx,NJ,16.44,0.0,Jan-1991,0.0,,,12.0,0.0,17964,38.4,26.0,w,28699.92,28699.92,2094.2,2094.2,1300.08,794.12,0.0,0.0,0.0,Feb-2019,1068.24,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,29801.0,1.0,1.0,0.0,0.0,29.0,11837.0,79.0,4.0,4.0,9000.0,48.0,46800.0,0.0,0.0,1.0,4.0,2483.0,18636.0,49.1,0.0,0.0,101.0,335.0,5.0,5.0,0.0,8.0,,8.0,,0.0,4.0,4.0,6.0,14.0,5.0,11.0,21.0,4.0,12.0,0.0,0.0,0.0,4.0,100.0,50.0,0.0,0.0,61800.0,29801.0,36600.0,15000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
90,,,3775,3775,3775.0, 36 months,13.56,128.22,C,C1,,,OWN,5000.0,Source Verified,Dec-2018,Current,n,,,home_improvement,Home improvement,425xx,KY,66.86,0.0,Aug-1998,0.0,,63.0,4.0,1.0,2130,40.2,12.0,w,3689.43,3689.43,128.22,128.22,85.57,42.65,0.0,0.0,0.0,Feb-2019,132.49,Mar-2019,Feb-2019,0.0,,1,Joint App,29000.0,17.51,Source Verified,0.0,0.0,5807.0,0.0,1.0,0.0,0.0,26.0,3677.0,40.0,0.0,0.0,1083.0,40.0,5300.0,1.0,0.0,4.0,0.0,1452.0,174.0,92.1,0.0,0.0,116.0,244.0,50.0,26.0,0.0,50.0,,3.0,,0.0,2.0,3.0,2.0,4.0,6.0,3.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,0.0,14392.0,5807.0,2200.0,9092.0,2812.0,Oct-2006,0.0,0.0,4.0,90.3,2.0,3.0,0.0,0.0,37.0,N,,,,,,,,,,,,,,,Cash,N,,,,,,
91,,,5600,5600,5600.0, 36 months,11.31,184.17,B,B3,,,RENT,20166.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,066xx,CT,39.58,0.0,Sep-1988,0.0,,,4.0,0.0,14651,87.2,17.0,w,5335.98,5335.98,363.06,363.06,264.02,99.04,0.0,0.0,0.0,Feb-2019,184.17,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,17115.0,0.0,1.0,0.0,1.0,15.0,2464.0,68.0,0.0,0.0,9916.0,84.0,16800.0,0.0,0.0,0.0,1.0,4279.0,649.0,95.8,0.0,0.0,147.0,363.0,46.0,15.0,2.0,46.0,,,,0.0,2.0,2.0,2.0,5.0,5.0,3.0,10.0,2.0,4.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,20400.0,17115.0,15300.0,3600.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
92,,,6000,6000,6000.0, 36 months,16.14,211.36,C,C4,Facility Maintenance Tech,3 years,RENT,40000.0,Source Verified,Dec-2018,Current,n,,,other,Other,217xx,MD,3.75,0.0,Aug-2008,0.0,,,9.0,0.0,5580,10.4,15.0,w,5736.92,5736.92,414.65,414.65,263.08,151.57,0.0,0.0,0.0,Feb-2019,211.36,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,924.0,6785.0,0.0,0.0,0.0,0.0,,0.0,,1.0,2.0,4230.0,12.0,53800.0,1.0,0.0,1.0,3.0,754.0,42920.0,11.5,0.0,0.0,,124.0,10.0,10.0,0.0,53.0,,0.0,,0.0,2.0,2.0,4.0,7.0,0.0,8.0,14.0,2.0,9.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,55383.0,6785.0,48500.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
93,,,16000,16000,16000.0, 36 months,15.02,554.81,C,C3,Plumber,4 years,OWN,50000.0,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,368xx,AL,17.79,0.0,Dec-2007,0.0,35.0,,11.0,0.0,10108,65.2,23.0,w,15286.48,15286.48,1089.59,1089.59,713.52,376.07,0.0,0.0,0.0,Feb-2019,554.81,Mar-2019,Feb-2019,0.0,72.0,1,Individual,,,,0.0,0.0,28254.0,0.0,2.0,1.0,3.0,8.0,18146.0,79.0,0.0,3.0,2475.0,74.0,15500.0,0.0,6.0,1.0,6.0,2825.0,2847.0,74.1,0.0,0.0,132.0,120.0,13.0,8.0,0.0,13.0,35.0,8.0,35.0,0.0,5.0,7.0,6.0,8.0,9.0,9.0,14.0,7.0,11.0,0.0,0.0,0.0,1.0,82.6,66.7,0.0,0.0,38363.0,28254.0,11000.0,22863.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
94,,,15000,15000,15000.0, 36 months,16.14,528.4,C,C4,asst.mgr,3 years,RENT,60000.0,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,301xx,GA,18.86,0.0,Aug-2008,1.0,,,11.0,0.0,5311,49.2,24.0,w,14342.31,14342.31,1036.62,1036.62,657.69,378.93,0.0,0.0,0.0,Feb-2019,528.4,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,29454.0,2.0,2.0,4.0,6.0,7.0,24143.0,78.0,3.0,7.0,2155.0,70.0,10800.0,2.0,0.0,5.0,13.0,2678.0,3158.0,55.5,0.0,0.0,124.0,118.0,1.0,1.0,0.0,1.0,,1.0,,0.0,3.0,7.0,4.0,5.0,14.0,9.0,10.0,7.0,11.0,0.0,0.0,0.0,7.0,100.0,0.0,0.0,0.0,41884.0,29454.0,7100.0,31084.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
95,,,21000,21000,21000.0, 60 months,15.02,499.81,C,C3,Police Captain,10+ years,RENT,109000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,537xx,WI,23.25,0.0,Sep-1997,2.0,66.0,,7.0,0.0,2472,6.2,19.0,w,20523.11,20523.11,973.34,973.34,476.89,496.45,0.0,0.0,0.0,Feb-2019,499.81,Mar-2019,Feb-2019,0.0,70.0,1,Individual,,,,0.0,0.0,70738.0,2.0,4.0,2.0,4.0,4.0,68266.0,76.0,0.0,0.0,1165.0,41.0,39700.0,2.0,0.0,2.0,4.0,10105.0,37228.0,6.2,0.0,0.0,127.0,255.0,35.0,4.0,0.0,35.0,70.0,6.0,70.0,1.0,3.0,3.0,3.0,4.0,15.0,3.0,4.0,3.0,7.0,0.0,0.0,0.0,2.0,84.2,0.0,0.0,0.0,119923.0,70738.0,39700.0,80223.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
96,,,25000,25000,25000.0, 60 months,20.89,674.79,D,D4,Veterinary Assistant ,1 year,MORTGAGE,70000.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,273xx,NC,26.08,0.0,Jan-2000,0.0,,,12.0,0.0,43749,80.0,19.0,w,24516.67,24516.67,1306.06,1306.06,483.33,822.73,0.0,0.0,0.0,Feb-2019,674.79,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,160400.0,0.0,0.0,0.0,0.0,219.0,0.0,0.0,0.0,1.0,10550.0,80.0,54554.0,0.0,1.0,0.0,1.0,13366.0,4426.0,103.0,0.0,0.0,219.0,227.0,13.0,13.0,1.0,13.0,,13.0,,0.0,6.0,11.0,10.0,10.0,1.0,11.0,17.0,11.0,12.0,,0.0,0.0,0.0,100.0,100.0,0.0,0.0,184656.0,43749.0,26554.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
97,,,1000,1000,975.0, 36 months,8.19,31.43,A,A4,Project manager,10+ years,MORTGAGE,78000.0,Source Verified,Dec-2018,Current,n,,,other,Other,980xx,WA,8.58,0.0,Jan-2005,1.0,36.0,,10.0,0.0,7233,18.0,26.0,f,950.62,926.86,62.18,60.63,49.38,12.8,0.0,0.0,0.0,Feb-2019,31.43,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,738.0,289602.0,3.0,1.0,0.0,2.0,14.0,12074.0,59.0,4.0,4.0,6462.0,32.0,40100.0,3.0,5.0,3.0,8.0,28960.0,21656.0,24.8,0.0,0.0,138.0,167.0,1.0,1.0,3.0,4.0,,1.0,36.0,0.0,3.0,4.0,4.0,6.0,11.0,8.0,12.0,4.0,10.0,0.0,0.0,0.0,5.0,92.3,0.0,0.0,0.0,331993.0,19307.0,28800.0,20593.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
98,,,16000,16000,16000.0, 60 months,20.89,431.87,D,D4,Regional Manager,10+ years,RENT,200000.0,Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,282xx,NC,14.42,0.0,Feb-2007,0.0,,,17.0,0.0,14270,87.5,20.0,w,15690.66,15690.66,835.89,835.89,309.34,526.55,0.0,0.0,0.0,Feb-2019,431.87,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,68613.0,0.0,5.0,2.0,3.0,8.0,54343.0,78.0,0.0,1.0,1459.0,79.0,16300.0,4.0,0.0,6.0,4.0,4036.0,1213.0,81.6,0.0,0.0,49.0,142.0,18.0,8.0,0.0,18.0,,8.0,,0.0,5.0,12.0,5.0,5.0,5.0,12.0,15.0,12.0,17.0,0.0,0.0,0.0,2.0,100.0,80.0,0.0,0.0,86399.0,68613.0,6600.0,70099.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
99,,,8500,8500,8500.0, 36 months,16.91,302.67,C,C5,DIRECT CARE PROVIDER,7 years,MORTGAGE,70200.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,226xx,VA,3.62,4.0,Dec-2005,1.0,6.0,,9.0,0.0,5721,27.0,33.0,w,8131.64,8131.64,593.36,593.36,368.36,225.0,0.0,0.0,0.0,Feb-2019,302.67,Mar-2019,Dec-2018,2.0,7.0,1,Individual,,,,0.0,3632.0,195134.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,2.0,4.0,4233.0,27.0,21124.0,1.0,0.0,4.0,4.0,21681.0,3131.0,46.0,0.0,0.0,146.0,156.0,9.0,9.0,1.0,12.0,27.0,1.0,6.0,0.0,4.0,8.0,4.0,6.0,9.0,8.0,23.0,2.0,9.0,,0.0,2.0,2.0,88.0,0.0,0.0,0.0,221124.0,5721.0,12524.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
